Dates,EE0003M Index,US0003M Index,AGGR,ULTR,SHOR,INTE,PREF,MORT,LONG,INFL,INVE,HIGH,CONV,CORP,MUNI,GOVE,BANK
01/07/2020,-0.41129,0.2985,377.1946,-144.4839,275.793,1312.586,20.2314,5.0853,41.1913,382.5662,2366.539,196.4588,14.128,1172.708,1172.708,110.6522,15.6871
02/07/2020,-0.39886,0.30375,343.6859,-10.3599,235.7144,530.1069,21.2966,7.8765,323.9613,184.6325,1787.04,356.3312,14.128,1293.748,1293.748,65.9707,22.1903
03/07/2020,-0.42329,0.27588,343.6859,-10.3599,235.7144,530.1069,21.2966,7.8765,323.9613,184.6325,1787.04,356.3312,14.128,1293.748,1293.748,65.9707,22.1903
06/07/2020,-0.43514,0.2765,560.4336,-271.6226,117.6845,568.8327,14.3284,6.6453,222.8642,85.9985,1458.641,517.3631,14.3295,1132.422,1132.422,171.6139,27.9165
07/07/2020,-0.42786,0.26838,1000.44,-168.2195,412.2201,215.3227,-6.3166,12.0178,196.7656,178.7013,1679.798,328.6386,12.455,744.0027,744.0027,149.989,-6.8441
08/07/2020,-0.43157,0.27288,663.9111,-244.1522,36.1444,184.2213,25.7389,16.1279,298.9199,94.6405,1282.87,-232.6185,12.455,315.0709,315.0709,41.0998,-49.3546
09/07/2020,-0.43929,0.26625,520.2218,-176.3928,162.3837,136.8097,24.9595,6.5355,-129.7894,61.844,370.3851,-133.1654,12.6492,-100.1672,-100.1672,117.0061,-33.1573
10/07/2020,-0.43814,0.26813,349.2292,-108.103,201.1334,208.0081,5.9672,9.3823,44.7162,91.8382,545.5161,175.4403,19.1592,196.1472,196.1472,101.8556,-4.3389
13/07/2020,-0.44114,0.275,553.7046,10.5535,59.6846,90.1065,1.171,7.787,109.2276,-6.1006,805.8636,401.6506,12.5301,749.4766,749.4766,42.6071,-4.3389
14/07/2020,-0.43914,0.27088,395.0041,22.9295,213.7853,229.8111,-2.5697,5.9145,71.5648,148.623,745.3141,65.2047,12.5301,180.7384,180.7384,11.3435,-4.3389
15/07/2020,-0.45471,0.27288,804.161,-329.9228,-68.6285,238.6024,21.4832,1.3394,359.4364,6.1494,598.3056,199.0309,-12.7367,230.7609,230.7609,70.7696,7.925
16/07/2020,-0.45171,0.27175,734.0659,-68.3388,270.376,506.3867,14.8253,18.7161,-288.6474,138.7023,979.2659,553.8144,-12.7367,885.0063,885.0063,99.7088,12.6526
17/07/2020,-0.44414,0.27138,488.4788,-21.4462,55.8084,226.51,13.2057,1.3397,-324.5119,35.3167,347.2428,-26.4425,12.6753,310.3172,310.3172,111.5596,36.6993
20/07/2020,-0.44114,0.25775,438.7294,-117.1513,357.1687,182.5828,18.4219,14.7358,497.879,71.495,1542.668,816.3137,12.9449,1074.777,1074.777,313.812,9.1121
21/07/2020,-0.445,0.2555,586.9096,-27.2585,178.1914,208.9254,603.8209,152.8398,86.7356,107.7359,1654.409,1017.53,12.9449,1437.004,1437.004,69.1273,9.1121
22/07/2020,-0.43643,0.2635,464.9709,-132.054,378.2784,267.5714,593.545,46.458,55.0065,70.1568,1457.897,208.8998,-12.93,432.3669,432.3669,191.125,10.849
23/07/2020,-0.437,0.2445,727.2735,127.2173,222.597,250.8946,-550.0531,-5.7273,83.5259,65.9334,530.4226,-96.4517,12.7711,133.6415,133.6415,87.6545,-1.596
24/07/2020,-0.43543,0.24675,649.1677,-90.9214,147.3834,-35.2529,15.6236,-68.0889,122.6865,235.1891,686.3719,169.604,12.7711,291.7691,291.7691,31.3558,-7.088
27/07/2020,-0.444,0.26963,557.4827,-10.8311,-117.1749,-86.4429,4.4856,7.6865,-13.3663,101.7801,322.9583,-8.4323,-19.2327,-374.1272,-374.1272,14.0609,26.0075
28/07/2020,-0.44571,0.26825,655.2227,55.1777,-49.1562,166.2515,30.7002,106.0405,111.0097,-9.727,963.5822,110.5491,-12.7646,83.1738,83.1738,121.8763,25.9877
29/07/2020,-0.44529,0.26063,648.9151,-81.2756,630.579,227.1684,58.3245,159.446,199.4687,166.6266,1673.311,851.1085,-7.1726,1139.056,1139.056,51.584,47.0353
30/07/2020,-0.44057,0.251,445.879,-3.4643,307.3359,-3427.426,64.5504,44.0571,93.6885,113.7745,-2681.589,1543.641,-19.4796,1699.041,1699.041,75.7641,47.0353
31/07/2020,-0.44471,0.24875,465.3904,-113.9153,-67.7642,659.2525,26.2354,1.343,215.6243,114.3309,632.9594,-247.8904,16.2378,-320.0535,-320.0535,37.2114,47.0353
03/08/2020,-0.45157,0.249,602.6067,45.1603,420.5958,-241.2723,27.3018,3.559,76.3908,226.6605,717.6812,686.3376,-39.4062,1216.493,1216.493,101.89,47.0353
04/08/2020,-0.45771,0.2485,164.0382,-191.7368,-24.4615,-86.5912,20.3818,5.3533,-253.0086,122.7954,-78.9633,144.7402,-13.2051,670.3479,670.3479,271.7665,-88.9753
05/08/2020,-0.46943,0.242,249.0226,-19.3457,539.3909,-47.8957,5.0223,7.6575,-91.4305,170.9422,371.0964,513.8318,-13.2051,695.7184,695.7184,80.4873,-26.0665
06/08/2020,-0.46857,0.24325,479.0957,-162.3607,233.0112,256.4231,18.2167,-45.4217,-28.302,214.4245,833.1804,305.6191,19.8908,548.2175,548.2175,151.0386,-39.5196
07/08/2020,-0.47086,0.2525,456.6571,-24.1398,-9.5824,259.6748,24.0929,341.7332,-21.9917,155.6247,1111.922,229.6767,19.22,421.7135,421.7135,99.8795,32.1932
10/08/2020,-0.47543,0.25688,603.4881,-47.4926,378.4446,38.63,24.9718,8.0145,-226.4602,173.6948,863.5276,14.7031,13.0869,386.7734,386.7734,152.7779,32.1932
11/08/2020,-0.49671,0.2535,-39.1982,12.3483,153.5476,91.0967,60.2204,-11.062,-266.8072,111.6009,107.4753,303.0897,13.0869,859.8376,859.8376,24.0658,48.6079
12/08/2020,-0.50186,0.26475,159.0143,-15.2026,220.5368,-278.0666,32.0828,-11.062,119.3597,26.7121,20.538,-497.6539,-19.7906,-581.1457,-581.1457,20.7429,45.899
13/08/2020,-0.505,0.28013,267.927,0.0035,79.4898,-22.8002,38.8044,70.4104,16.8074,249.2437,484.1918,151.2281,13.296,185.1506,185.1506,9.2989,30.5883
14/08/2020,-0.51343,0.27038,-168.448,156.4365,129.3476,-311.3022,16.7317,87.4582,116.3467,199.0849,-804.8304,-891.8698,-13.2691,-1653.384,-1653.384,48.1995,32.7741
17/08/2020,-0.513,0.26775,444.7217,128.0873,238.261,130.2497,60.4503,66.3728,237.8311,65.6403,926.6159,-328.5251,-13.4823,-165.3015,-165.3015,7.9482,93.7102
18/08/2020,-0.51314,0.253,142.3088,-298.0814,257.521,-139.5031,89.4975,96.7885,119.9596,172.4213,351.0549,607.0734,116.1728,903.5567,903.5567,15.4427,6.1168
19/08/2020,-0.51471,0.24688,440.6266,-107.3338,175.7023,198.3599,84.7527,27.93,47.6072,92.5841,1070.617,-305.7337,13.5521,284.9188,284.9188,82.7492,-4.791
20/08/2020,-0.51486,0.25613,430.6697,116.2441,146.8036,-75.0486,30.5229,23.7483,-140.3129,120.0561,313.0072,83.0828,13.6458,355.6618,355.6618,-94.7657,7.975
21/08/2020,-0.515,0.25,508.8765,-48.7196,387.2849,65.0125,2.3041,15.8407,-203.7316,234.2194,522.5854,388.1981,13.6458,526.7199,526.7199,6.4208,7.975
24/08/2020,-0.51243,0.23375,354.9688,114.1873,255.0654,214.7154,48.607,15.8354,-97.1742,77.2492,663.8851,689.2942,13.6664,841.7315,841.7315,44.2239,14.2702
25/08/2020,-0.51657,0.251,145.6385,-504.1618,341.5197,207.602,81.1717,34.611,136.814,133.8548,85.3391,357.8464,13.6664,384.4589,384.4589,35.334,6.5342
26/08/2020,-0.513,0.25588,607.2244,-490.782,486.8558,317.3108,126.7317,235.4061,52.6325,109.0051,1010.925,461.675,13.9282,1084.603,1084.603,-73.3489,13.5086
27/08/2020,-0.51029,0.246,369.8438,-55.4468,582.8738,272.1018,61.9044,109.8753,-417.2775,91.4942,1047.144,-35.26,13.9489,467.9027,467.9027,-40.6134,13.5086
28/08/2020,-0.50871,0.24088,228.0188,3.3111,169.6474,196.9893,67.7543,92.6722,-199.0605,105.725,321.1994,-1.9646,13.9489,28.3784,28.3784,24.4859,37.0988
01/09/2020,-0.50586,0.25113,416.7752,144.3625,409.1504,339.5687,77.4129,10.481,-234.7535,161.4581,963.8412,209.5523,-30.2007,577.3334,577.3334,-82.5173,26.2729
02/09/2020,-0.50457,0.25125,632.6389,-6.9059,171.0428,-15.5235,23.0221,16.8686,-309.1692,236.5481,945.9213,255.9765,-3.5858,855.7726,855.7726,49.3361,2.2359
03/09/2020,-0.50114,0.2495,434.3222,-14.2903,342.6386,680.1234,-3.7822,-147.0439,-162.7924,210.309,853.0258,-399.603,-20.6108,-298.2735,-298.2735,116.644,-81.348
04/09/2020,-0.50671,0.248,725.2686,-116.1379,286.9236,140.83,-18.961,-75.5768,-339.7174,-8.4483,463.5576,-623.2734,-20.4603,-398.6618,-398.6618,85.9573,-90.3012
07/09/2020,-0.51314,0.24175,725.2686,-116.1379,286.9236,140.83,-18.961,-75.5768,-339.7174,-8.4483,463.5576,-623.2734,-20.4603,-398.6618,-398.6618,85.9573,-90.3012
08/09/2020,-0.51614,0.2495,518.3511,266.2489,27.8588,45.5496,-7.554,10.7256,-77.7284,85.4967,883.8562,-347.9209,-46.0931,-188.5425,-188.5425,35.0262,-71.6581
09/09/2020,-0.51786,0.25025,861.3381,788.0545,289.3243,308.8928,17.4665,5.103,-180.0118,126.1691,2057.974,222.8414,-46.0931,428.4264,428.4264,48.3703,-2.2438
10/09/2020,-0.512,0.24913,913.6786,159.7902,216.7585,373.3415,14.8061,80.11,178.0738,92.6205,1814.029,25.2752,-46.0931,125.8138,125.8138,19.0094,-69.3267
11/09/2020,-0.50743,0.25038,611.9225,442.7535,205.3398,182.6039,14.6127,64.5601,-152.1164,8.7982,703.913,-240.8676,-46.0931,-684.4283,-684.4283,63.8546,17.6388
14/09/2020,-0.51043,0.23725,489.9658,90.2613,224.3066,374.0263,15.2403,38.6622,106.3499,58.6541,1333.969,-358.7526,-27.2586,-133.3154,-133.3154,63.1734,42.9186
15/09/2020,-0.51314,0.24613,576.3063,141.8278,389.7724,237.2073,55.3283,11.8299,6.3067,158.8556,1311.753,161.9329,-20.6593,504.255,504.255,47.8903,44.7036
16/09/2020,-0.52129,0.23325,562.0684,114.4619,258.2421,207.5179,45.0239,5.367,42.8765,91.4791,798.9905,234.8816,-48.1152,420.0151,420.0151,75.433,33.152
17/09/2020,-0.51843,0.22738,586.7152,-87.4291,170.0789,87.9876,39.1874,56.6035,96.1239,191.0025,756.7791,-590.8793,-34.1693,-447.5593,-447.5593,33.2629,35.3876
18/09/2020,-0.52186,0.22538,381.9049,75.2653,-63.3289,-0.5014,29.6702,27.2931,133.4406,32.6882,526.178,-408.3282,-34.1693,-233.6589,-233.6589,33.0654,-41.2142
21/09/2020,-0.51729,0.22325,304.8767,-160.4363,165.0352,-253.3367,31.7784,26.1615,675.3376,2.2491,-68.0115,-1380.161,-109.25,-2025.871,-2025.871,36.6058,-89.5693
22/09/2020,-0.51914,0.2225,412.502,4.8219,242.5309,-45.6552,-5.2105,37.7205,283.7283,-214.4231,557.7229,-1725.384,-13.6634,-1628.698,-1628.698,36.1016,-20.6859
23/09/2020,-0.51843,0.225,51.4243,-205.8956,160.3117,-272.287,-78.0386,149.4538,-126.3293,32.5793,-285.0066,-639.5329,6.3695,-626.7706,-626.7706,-76.2472,-217.979
24/09/2020,-0.51671,0.23325,-267.7642,-102.3123,299.1504,-20.7795,-21.4246,12.6275,24.7748,90.4419,-26.6489,-603.0816,-13.3559,-699.7637,-699.7637,-107.5863,-108.3189
25/09/2020,-0.51329,0.21788,250.0509,-123.3348,179.229,208.6242,31.217,31.1393,87.5614,-6.4008,372.9192,-51.8516,-13.5886,119.9666,119.9666,19.5741,-28.6324
28/09/2020,-0.51657,0.22038,491.896,53.163,557.0102,136.0356,123.4346,93.7013,49.0345,114.4922,1216.133,218.0666,-31.9269,568.0636,568.0636,53.9444,-8.7102
29/09/2020,-0.51157,0.22513,259.9954,-174.7378,288.1937,317.4463,45.7587,430.6926,181.45,47.9052,977.7378,-377.1264,-31.9269,-269.6431,-269.6431,109.3659,17.4067
30/09/2020,-0.51971,0.23388,451.8959,-79.2836,-222.6593,503.2738,92.21,17.1128,515.6172,-530.3351,601.0903,590.6089,-13.7899,817.9237,817.9237,99.2107,51.8778
01/10/2020,-0.52529,0.234,392.1661,-84.2168,432.9935,807.1896,177.8205,52.671,103.719,274.4293,1811.567,405.381,14.0204,654.5968,654.5968,36.8745,51.8778
02/10/2020,-0.52771,0.2335,824.5352,359.0951,518.717,375.8355,101.0175,-9.1671,1033.265,308.8271,2704.409,687.571,14.0204,1127.62,1127.62,71.881,130.8396
05/10/2020,-0.52857,0.22025,249.3785,212.6551,471.4451,514.869,119.6784,0.9398,-192.3159,59.912,1628.276,976.9167,14.0134,2131.006,2131.006,32.382,50.347
06/10/2020,-0.52657,0.22975,98.7368,36.2254,-77.7775,-101.1232,114.6319,-121.1275,106.682,22.3356,129.0778,1169.126,13.9466,1207.127,1207.127,114.9509,50.8839
07/10/2020,-0.52057,0.2295,-477.6146,117.581,-520.656,567.4934,91.9661,38.9568,-7.3136,18.8242,1222.599,348.2947,4.9852,1016.878,1016.878,102.3438,48.2271
08/10/2020,-0.51986,0.2205,559.9334,-17.3179,134.768,6.8505,91.7905,820.238,-18.0188,75.6183,1376.679,282.2364,12.0966,350.6414,350.6414,118.1602,30.5674
09/10/2020,-0.52286,0.22413,336.0674,46.1589,381.0696,589.6901,35.2739,60.5309,90.8221,26.5985,1243.289,249.893,12.0966,681.1036,681.1036,45.8195,44.5208
12/10/2020,-0.52743,0.22888,369.4342,82.2912,127.026,141.4425,118.5421,10.806,26.829,10.154,599.8231,11.3642,12.0966,152.2206,152.2206,19.3655,8.735
13/10/2020,-0.53014,0.23688,465.9986,-167.6415,-65.6595,282.1599,87.8051,390.9879,253.7251,-47.5451,983.0839,218.719,14.4337,324.7793,324.7793,57.1857,21.9282
14/10/2020,-0.52929,0.23013,540.7152,-35.8159,-563.6598,270.0795,-13.6629,167.0213,151.1083,61.8997,435.211,-374.1304,14.4337,-188.846,-188.846,-201.8548,15.3126
15/10/2020,-0.53229,0.21775,920.9368,-125.2058,144.4119,-178.1046,32.5366,16.218,1045.596,64.6458,1705.017,-74.2971,14.4337,195.7005,195.7005,188.6033,15.2672
16/10/2020,-0.54029,0.21838,481.5832,-47.8908,249.0401,349.9206,-10.4853,17.5174,-32.8349,62.4669,1057.388,131.4507,-14.3333,581.4332,581.4332,57.6968,4.4607
19/10/2020,-0.53586,0.20863,128.1606,74.106,172.4439,9.7183,3.3395,13.4935,-1.2099,106.9231,265.3597,-260.9126,-14.3333,-266.0708,-266.0708,36.6145,-3.0206
20/10/2020,-0.53314,0.21575,217.1839,17.9588,283.0834,182.9375,1.6751,5.2765,195.9125,55.6018,755.4493,99.0121,14.2752,475.7053,475.7053,19.6399,10.9417
21/10/2020,-0.51971,0.20913,449.1009,-0.9535,31.0465,-338.9615,-28.9501,44.8265,385.4673,68.5334,703.606,-147.4752,14.2752,85.9537,85.9537,36.3302,-11.8584
22/10/2020,-0.53071,0.21475,244.8597,-358.7967,174.3692,-471.3317,24.5863,48.3065,367.0505,104.3357,122.9761,-725.1464,14.2752,-564.6822,-564.6822,50.5937,2.4574
23/10/2020,-0.52686,0.2165,352.5442,-11.6692,231.8339,221.8116,35.2811,170.2928,13.0263,126.1742,945.6652,156.9286,-21.5192,554.3027,554.3027,-26.9605,-45.598
26/10/2020,-0.52771,0.22225,311.5316,-22.574,115.4899,-120.0563,13.8641,22.1196,88.6194,42.6854,582.8238,-1058.943,-21.2984,-868.1796,-868.1796,56.4719,-84.605
27/10/2020,-0.53043,0.21325,314.0567,9.7441,95.3334,140.7187,1.6066,328.8854,71.5989,70.955,1090.871,-1113.864,-21.2984,-792.9243,-792.9243,-69.3394,-159.6551
28/10/2020,-0.52557,0.21438,331.3545,-33.1215,338.661,-494.3863,-53.2018,5.2094,-141.2686,10.9504,-423.9999,-849.2643,48.8294,-1713.377,-1713.377,39.696,-51.6125
29/10/2020,-0.52957,0.21438,237.4568,9.2743,269.5444,-199.9397,-24.8863,72.294,-30.7224,64.2025,474.0329,-1342.421,-28.7809,-1034.048,-1034.048,14.3647,-68.9911
30/10/2020,-0.52971,0.21575,107.1868,-167.9938,-159.605,169.0935,-38.858,310.4,-43.4577,33.5922,5.0765,-762.4777,-103.169,-820.4282,-820.4282,-34.7019,-25.8793
02/11/2020,-0.53529,0.22013,-75.1215,-44.3634,246.6331,277.295,-54.0664,78.2865,-632.1199,86.0137,-1773.783,679.4115,-13.7941,-1062.915,-1062.915,16.6403,51.9559
03/11/2020,-0.535,0.22475,-15.5223,184.4508,14.8787,225.2187,80.3412,12.1815,194.16,227.7567,763.9093,960.0608,-13.7941,802.3709,802.3709,127.3742,80.5257
04/11/2020,-0.54486,0.23225,205.1121,13.5485,294.5621,535.0704,123.7832,50.8203,-58.1336,135.3404,1002.238,1823.813,5.091,2614.18,2614.18,150.8824,13.3175
05/11/2020,-0.53657,0.213,366.8557,-178.9262,73.2175,-213.4597,9.6015,22.032,-439.3968,155.4875,159.111,1003.741,118.0006,1812.078,1812.078,132.507,2.182
06/11/2020,-0.53843,0.20588,-207.3104,-4.9717,-122.3646,-37.1959,-14.2634,330.06,-353.8268,111.1949,70.0582,183.5581,73.5121,491.6282,491.6282,163.3716,115.262
09/11/2020,-0.54143,0.205,732.2862,-239.2626,-69.4294,6.2336,123.8916,41.4372,-5.0233,155.8412,923.6245,1149.024,44.9707,1646.279,1646.279,191.2744,51.6494
10/11/2020,-0.53686,0.21363,45.8141,-298.4272,57.1763,-462.7296,68.9391,258.864,-116.4503,-147.3353,-974.7522,-486.6001,28.7167,-1256.93,-1256.93,87.0785,15.4578
11/11/2020,-0.53857,0.22063,322.2,-25.1795,127.1321,111.5871,35.1038,258.864,28.1508,4.4696,441.11,19.0173,28.7167,147.7229,147.7229,21.3834,-4.3987
12/11/2020,-0.53286,0.221,52.971,-89.0894,-68.345,-638.1683,31.4755,5.3059,-70.1082,51.5994,-592.4701,-1032.635,21.8793,-1413.367,-1413.367,210.2584,24.3704
13/11/2020,-0.53857,0.222,433.1066,-61.461,295.594,620.4133,214.8646,12.9562,131.3594,49.2275,1658.161,369.5172,29.3282,1104.225,1104.225,50.7548,24.3927
16/11/2020,-0.53971,0.22038,463.2326,102.8823,12.5165,232.9672,199.1859,444.7374,108.7893,104.9868,1389.976,142.0071,36.8369,457.3055,457.3055,178.6289,39.7912
17/11/2020,-0.54629,0.231,430.4149,59.24,86.9761,286.0941,54.9608,17.1945,-49.5782,-71.3834,1028.973,893.9615,22.2509,1571.069,1571.069,98.7969,6.5545
18/11/2020,-0.54543,0.22375,382.6459,-40.8778,285.0925,642.4817,47.843,495.405,-204.4748,84.8631,1796.524,569.9922,-14.8332,1451.768,1451.768,124.7319,11.0016
19/11/2020,-0.54329,0.21263,377.3213,-215.6314,363.3722,-322.102,43.2868,1.205,-120.8045,-6.0852,403.4294,142.1299,-2.2199,1031.805,1031.805,143.0244,32.0185
20/11/2020,-0.54386,0.20488,243.9024,-95.1696,-267.5258,-1176.188,42.0814,1.205,-137.872,58.8088,-1099.433,-573.3003,-2.2199,-642.0149,-642.0149,159.3685,2.2515
23/11/2020,-0.54271,0.2065,627.2049,59.2059,245.1346,27.2056,32.7731,104.1183,-16.847,163.6781,854.1283,438.3377,23.0271,648.1942,648.1942,32.5448,50.8719
24/11/2020,-0.54814,0.23225,534.2412,-316.7521,58.436,34.9686,38.9418,12.0797,118.7866,97.7106,611.1748,759.0378,11.9462,944.4572,944.4572,124.3606,8.8158
25/11/2020,-0.54429,0.233,253.7459,-210.124,694.0752,114.265,51.5869,12.0797,-181.8059,30.3492,530.8607,-13.077,11.9462,126.8282,126.8282,58.9387,15.5901
26/11/2020,-0.54643,0.22438,253.7459,-210.124,694.0752,114.265,51.5869,12.0797,-181.8059,30.3492,530.8607,-13.077,11.9462,126.8282,126.8282,58.9387,15.5901
27/11/2020,-0.54529,0.22538,330.5101,46.0533,104.0758,7.1342,24.1877,69.899,-18.5846,34.0228,503.9432,-943.9456,11.9462,-936.0995,-936.0995,33.1364,-8.8221
30/11/2020,-0.55157,0.22763,164.4198,113.5723,-401.644,54.3635,32.7628,18.6615,694.7635,304.3899,1082.708,-97.3621,15.6127,172.8048,172.8048,180.2832,42.8249
01/12/2020,-0.55043,0.232,346.128,-67.4171,270.1827,-45.1029,124.7903,-192.3772,356.4425,164.1589,224.4323,439.335,15.6127,684.0703,684.0703,65.8245,55.434
02/12/2020,-0.54843,0.2305,854.5874,60.565,720.544,77.7946,35.979,2.704,48.0466,399.4344,1442.778,407.0991,24.6469,477.1969,477.1969,51.9811,42.1284
03/12/2020,-0.55414,0.22538,681.2026,62.4165,-56.5635,289.3815,70.2975,5.085,264.5171,97.863,736.9955,504.6323,24.6469,167.8152,167.8152,35.6182,33.6303
04/12/2020,-0.55286,0.22588,412.8353,-124.5121,88.8749,56.2885,26.4401,12.0401,148.1252,114.5424,140.2149,-111.0967,-15.8984,-694.34,-694.34,98.6138,39.8963
07/12/2020,-0.55614,0.23038,548.3056,-79.7485,-100.1912,241.2284,44.9191,12.0401,48.2106,236.8577,1086.988,-291.1497,32.1148,134.5912,134.5912,102.6204,28.9105
08/12/2020,-0.56843,0.23,573.2942,11.3537,85.6782,15.6003,67.1353,290.634,132.0121,-50.982,-289.3616,-546.0222,127.6682,-1822.257,-1822.257,179.2567,47.0595
09/12/2020,-0.56857,0.22063,524.9962,17.6059,49.0067,-59.1156,38.567,290.634,146.2272,276.0703,560.0624,-584.8001,127.6682,-966.0452,-966.0452,133.9076,125.7155
10/12/2020,-0.56443,0.2195,578.6765,-113.5104,90.3518,387.9698,58.6523,290.634,29.658,31.1166,928.9801,-28.264,127.6682,329.1919,329.1919,224.2546,66.6075
11/12/2020,-0.57229,0.2165,586.5242,-14.2346,97.7177,99.7081,42.2429,37.828,-36.5322,37.2674,-61.3655,36.8879,127.6682,-692.8916,-692.8916,95.7867,15.7822
14/12/2020,-0.56543,0.21925,713.0893,-56.0078,229.0513,-122.732,66.6238,104.5516,89.8444,69.9932,523.5314,-646.0716,16.1607,-630.9002,-630.9002,85.85,51.7423
15/12/2020,-0.568,0.22875,850.2119,41.4675,178.823,253.2626,79.0794,104.5516,283.8798,-62.4209,1389.956,348.2169,72.62,793.7255,793.7255,154.896,35.8284
16/12/2020,-0.56586,0.23638,653.4559,141.8124,124.843,125.6324,40.7402,166.0596,85.8978,144.518,1268.48,-488.3862,16.3111,-352.2875,-352.2875,108.7909,11.3569
17/12/2020,-0.56914,0.23863,441.2209,-76.8833,291.2267,-105.473,79.8989,-358.188,46.0891,65.1367,-3.1173,548.795,65.5985,659.7892,659.7892,230.776,25.7473
18/12/2020,-0.56829,0.23575,448.7641,-19.8118,51.2193,65.459,40.4915,-11.71,-11.8214,91.2066,-162.8042,-82.4503,32.8923,-479.2438,-479.2438,30.0485,44.7005
21/12/2020,-0.56829,0.24488,399.7648,-232.7384,268.6232,-716.9676,59.3027,-55.722,86.7882,47.1992,-395.7579,-316.7183,9.599,-617.5135,-617.5135,93.6663,4.5257
22/12/2020,-0.573,0.23813,-173.3296,151.4445,83.1208,241.1631,-25.3262,102.358,-289.2111,91.7501,67.9571,21.0176,9.599,184.6443,184.6443,95.2674,40.1606
23/12/2020,-0.57386,0.251,715.8849,-12.4755,599.7914,461.8531,10.1567,294.468,361.0563,98.7772,2132.554,678.6715,57.708,1250.079,1250.079,189.4518,18.781
24/12/2020,-0.56357,0.24013,581.8455,-10.099,352.868,319.6897,36.5197,96.4129,205.1415,109.7996,1357.507,186.1036,57.708,507.4071,507.4071,114.2115,-1.6
29/12/2020,-0.56186,0.25388,487.617,-44.4459,479.6125,190.9741,53.4392,30.8783,62.8388,90.7612,1094.482,-411.068,25.8356,-323.4537,-323.4537,132.5777,22.5931
