Dates,EE0003M Index,US0003M Index,AGGR,ULTR,SHOR,INTE,PREF,MORT,LONG,INFL,INVE,HIGH,CONV,CORP,MUNI,GOVE,BANK
02/07/2021,-0.55243,0.13788,286.8977,-1.8819,-38.6027,-149.6247,86.8515,9.168,209.437,197.8892,443.0634,-68.3667,2.5861,-370.2117,-370.2117,54.0794,11.9701
05/07/2021,-0.54557,0.138,286.8977,-1.8819,-38.6027,-149.6247,86.8515,9.168,209.437,197.8892,443.0634,-68.3667,2.5861,-370.2117,-370.2117,54.0794,11.9701
06/07/2021,-0.54671,0.13488,354.5948,45.8065,-91.1523,217.0008,102.6184,-415.4071,457.9145,292.4979,284.7691,93.1936,22.0529,-507.7655,-507.7655,202.3627,14.2003
07/07/2021,-0.55171,0.12388,-163.2589,-61.6643,127.4288,-8.6479,71.1572,-52.9041,-32.1415,43.8489,94.0962,90.8171,10.1004,180.8249,180.8249,232.9585,-52.1768
08/07/2021,-0.55214,0.119,341.5601,-16.0075,90.7472,31.4736,58.2792,12.933,-185.179,-106.2806,618.138,-304.2489,10.1004,-25.1696,-25.1696,202.1813,-5.7819
09/07/2021,-0.55229,0.12863,-77.9511,-39.2695,269.5907,243.7824,31.6117,11.9039,13.079,145.0622,531.0319,-546.6154,5.1497,-17.8461,-17.8461,-45.7132,-5.076
12/07/2021,-0.55457,0.13288,112.0345,95.7623,39.7645,42.0951,5.9763,144.6318,62.9202,-69.7465,718.6811,-185.379,5.1497,274.6547,274.6547,61.2046,71.762
13/07/2021,-0.555,0.12613,497.1555,88.6471,255.6025,337.3854,88.4104,7.8751,98.4453,3.4615,1015.597,-392.3347,5.1497,-443.0695,-443.0695,81.4939,48.59
14/07/2021,-0.55386,0.12638,1139.8455,-0.7378,580.4588,618.5121,19.9937,23.6148,167.336,-0.4943,2441.58,-303.335,5.1497,169.2946,169.2946,17.6788,7.5158
15/07/2021,-0.55486,0.13388,191.233,15.2097,273.3108,44.5826,40.6491,2.5878,-182.0849,45.5217,-127.4991,-144.3582,5.1497,-472.5028,-472.5028,49.1733,-28.5075
16/07/2021,-0.555,0.13425,232.0445,-21.1774,262.0772,103.4422,-5.7988,2.5878,647.0178,199.9525,423.6884,140.2469,-16.8194,-612.4553,-612.4553,97.7483,-64.0786
19/07/2021,-0.556,0.13425,288.9064,-63.7992,-330.4113,1041.223,29.217,-89.9156,-138.4245,-22.2154,465.9485,-628.9756,-16.7447,-1074.927,-1074.927,186.9024,-45.9931
20/07/2021,-0.556,0.13825,-221.3913,58.4867,-232.7771,227.2551,68.3383,-9.5575,-497.3072,105.1161,-144.3456,173.5775,16.9979,330.8458,330.8458,100.605,-5.049
21/07/2021,-0.55886,0.13788,242.3969,129.286,57.2501,573.0443,54.5261,-43.6622,-38.9976,46.4792,1037.787,200.4804,27.2222,652.4512,652.4512,92.0645,9.3647
22/07/2021,-0.55914,0.12525,223.0941,79.2373,449.2057,9.3935,63.6294,-43.6622,263.0803,-67.5918,998.3871,677.6847,17.1671,983.62,983.62,185.8281,24.1072
23/07/2021,-0.55871,0.12888,1050.156,100.2558,464.4871,-1264.163,32.1614,44.0527,435.931,1849.993,1552.584,340.7886,0.9533,-224.3431,-224.3431,83.18,53.9173
26/07/2021,-0.55886,0.13163,1604.946,-32.1554,1453.358,-73.6266,35.9679,-45.6199,-24.2701,-67.9885,1120.238,-13.3436,-17.2141,-293.5271,-293.5271,183.9905,-11.6502
27/07/2021,-0.55571,0.12963,895.0165,-45.1263,303.2798,-661.1292,46.3083,-203.8657,115.7697,522.0916,173.9412,-168.4652,68.2752,-663.4125,-663.4125,43.8459,-60.8489
28/07/2021,-0.55643,0.1285,1492.651,93.3766,1722.801,-554.7757,20.3908,19.4103,235.7106,728.8521,2308.302,173.938,68.2752,114.7036,114.7036,67.8669,43.178
29/07/2021,-0.55614,0.12575,1161.057,-10.1546,1042.353,-32.448,31.6154,-1.1837,-188.3429,128.7925,583.3485,433.2241,-60.3388,-41.3083,-41.3083,25.2503,31.0714
30/07/2021,-0.55414,0.11775,54.9995,-15.3072,-248.1608,71.3993,66.8017,41.7857,70.4967,-355.4425,-497.7054,-174.7992,17.1686,-191.7968,-191.7968,12.8413,-22.0745
02/08/2021,-0.55857,0.12375,445.5289,-66.9501,227.217,1097.636,57.9212,21.44,298.1437,622.0422,2310.026,-617.4769,17.1686,-490.7048,-490.7048,-95.2227,-82.5849
03/08/2021,-0.55886,0.12138,314.7627,105.7108,203.9365,147.019,88.3921,-12.9771,393.9915,484.238,950.2651,-953.6176,-17.2003,-1233.54,-1233.54,116.5646,-6.4077
04/08/2021,-0.55871,0.12175,22.7498,30.0068,-31.3878,98.6575,73.6994,-273.3587,212.9696,-21.8067,438.5611,272.973,9.9918,797.9238,797.9238,19.3397,-1.5199
05/08/2021,-0.55814,0.12538,310.0096,149.7267,220.6485,45.985,89.6554,-165.8861,55.7273,151.797,603.2526,103.0719,-15.3969,262.7171,262.7171,62.1553,22.9468
06/08/2021,-0.558,0.12838,244.7859,22.0237,58.5288,173.4657,151.9703,-1.3342,324.7983,253.0963,1640.598,-71.3391,17.2431,584.9372,584.9372,-32.4619,-3.4004
09/08/2021,-0.55829,0.12725,236.465,465.7659,73.5494,-437.2619,30.5078,-173.1745,-328.6887,197.4997,279.0386,74.741,-44.7306,464.0347,464.0347,85.9978,68.7614
10/08/2021,-0.55914,0.12275,-62.929,278.2684,-257.5224,132.1817,-116.1868,5.312,358.7962,3.1238,764.6645,7.8729,-17.2092,378.6997,378.6997,63.0274,18.3876
11/08/2021,-0.55957,0.12125,29.9433,53.4272,-2.4443,255.4382,54.8611,-2.5072,-174.7298,-142.4035,1041.871,-305.0412,-17.2092,600.3624,600.3624,161.8301,39.4309
12/08/2021,-0.55829,0.12475,506.2614,186.4415,270.3296,10.3671,51.311,-104.6032,221.1766,51.3718,940.2142,33.5591,-17.2092,485.9888,485.9888,44.9473,36.5927
13/08/2021,-0.56143,0.12425,45.0731,96.9893,168.6887,106.4575,104.2344,13.5422,-106.2905,240.7061,503.6154,312.2536,17.1687,192.8731,192.8731,218.2889,61.8699
16/08/2021,-0.56057,0.1245,492.1348,-80.635,446.0027,120.7146,61.1457,5.4522,200.528,109.9373,931.0774,159.7806,-17.0176,458.7764,458.7764,69.5758,-160.7466
17/08/2021,-0.56071,0.12725,334.1081,-127.4255,88.2413,-42.242,48.4171,-30.468,-301.8087,71.75,-203.103,-286.496,31.6265,-285.8554,-285.8554,33.14,10.2988
18/08/2021,-0.55686,0.13088,-17.913,-38.746,239.7201,38.5738,13.4795,7.7483,81.7615,124.3817,165.9738,-23.2526,-27.8056,55.3698,55.3698,3.1246,35.0439
19/08/2021,-0.55729,0.13075,178.4709,6.3964,61.6623,102.2577,35.4485,26.1905,186.3044,6.7869,669.9975,-128.3251,-16.8052,9.0476,9.0476,93.4881,26.494
20/08/2021,-0.55843,0.12838,520.7051,-51.7331,441.7926,470.7217,43.5874,46.694,362.8025,341.818,2086.019,371.9567,-76.1408,976.0165,976.0165,138.8163,35.9146
23/08/2021,-0.56114,0.12925,207.404,81.8592,154.0397,115.1474,33.1064,-1.4554,-85.8064,25.8395,270.0166,368.057,-76.1408,325.3924,325.3924,19.7192,96.4219
24/08/2021,-0.56143,0.12175,168.5881,171.1699,162.6999,105.5189,50.6841,-1.4554,242.3789,45.5253,702.1348,370.2638,25.9018,555.8487,555.8487,20.5412,118.4737
25/08/2021,-0.56114,0.12375,385.2937,32.6355,21.8461,268.1699,86.366,51.7601,122.8562,146.523,-46.0795,385.1632,25.9018,-348.4557,-348.4557,15.4515,123.637
26/08/2021,-0.561,0.12075,457.0298,114.2188,82.6726,135.0563,22.3266,26.4036,-378.9445,206.011,560.8652,156.1458,25.9018,201.974,201.974,34.1238,65.7856
27/08/2021,-0.56186,0.11988,448.9057,75.9558,825.3875,345.7201,53.7994,27.7462,-155.5722,221.6576,1621.318,577.8847,95.93,815.7115,815.7115,62.6182,76.3061
31/08/2021,-0.55943,0.11963,130.8237,96.9401,-511.0134,-149.0522,64.1706,43.8273,81.8047,235.5643,-231.3368,172.7158,-96.032,81.9588,81.9588,62.719,139.8032
01/09/2021,-0.56543,0.11888,322.5618,118.218,78.9737,-700.4535,103.6012,43.8273,64.8347,611.4774,-144.8182,383.3299,17.5289,79.7083,79.7083,41.2971,90.9036
02/09/2021,-0.56457,0.11763,388.8729,240.5191,215.8273,81.7048,41.6079,-93.4922,-82.0929,231.6669,694.3593,232.5241,180.5911,-37.253,-37.253,249.7559,120.2926
03/09/2021,-0.56457,0.1155,446.1415,173.4555,141.7747,10.0032,28.116,-62.757,-67.0308,203.9439,575.8732,-14.0168,62.4407,-101.8969,-101.8969,81.296,81.3688
06/09/2021,-0.56457,0.11463,446.1415,173.4555,141.7747,10.0032,28.116,-62.757,-67.0308,203.9439,575.8732,-14.0168,62.4407,-101.8969,-101.8969,81.296,81.3688
07/09/2021,-0.56486,0.116,425.0319,270.573,-94.4148,184.5022,3.9977,-111.6825,286.5868,-48.4391,795.6241,-447.1457,61.0185,-696.272,-696.272,-22.0687,70.6327
08/09/2021,-0.56414,0.11575,266.4933,264.4225,-47.1453,120.4565,37.8897,0.9995,-132.7737,-91.2753,299.9295,-435.8111,32.8273,-381.1709,-381.1709,48.5064,79.056
09/09/2021,-0.56414,0.11413,360.843,217.196,253.8099,44.7831,27.939,10.8771,200.2219,193.4369,723.549,212.3141,17.4991,-1.211,-1.211,116.1185,42.9849
10/09/2021,-0.56557,0.11575,152.2452,29.7334,84.9143,322.8391,15.1306,39.378,-34.2679,261.2282,569.9475,-79.2108,17.4153,-234.1413,-234.1413,155.0833,40.1258
13/09/2021,-0.56486,0.116,576.4971,180.4302,554.1434,-325.2379,17.6639,10.3236,-65.7577,-5.7053,862.8927,-413.4316,2.1956,-125.8283,-125.8283,67.6679,14.0447
14/09/2021,-0.56443,0.118,120.4842,435.6469,654.4615,-445.2768,-7.4221,291.5056,-195.8974,129.741,798.6906,228.9127,34.7147,316.7424,316.7424,115.1427,30.6233
15/09/2021,-0.56043,0.12,385.1177,465.3834,77.6689,263.3458,35.5494,29.303,13.5516,24.3509,452.4926,650.9513,17.4382,231.8085,231.8085,23.6536,44.1626
16/09/2021,-0.56114,0.122,151.6005,80.1391,172.091,-17.8844,42.7154,16.014,359.3549,206.3583,1130.311,215.1938,17.4755,420.1556,420.1556,9.0216,29.2194
17/09/2021,-0.561,0.12388,870.2189,14.9648,619.9327,320.8386,42.573,25.7771,-80.9128,363.2537,1926.536,-275.6106,17.4755,290.2105,290.2105,37.022,-26.0622
20/09/2021,-0.55986,0.12538,198.996,-40.7345,151.8646,23.4458,17.6064,11.8629,13.6617,37.6764,-53.1195,-653.3572,-17.2422,-1242.452,-1242.452,119.3847,-44.3206
21/09/2021,-0.56086,0.12838,251.9691,55.7505,236.3611,278.0275,48.6438,12.7184,34.1697,49.8451,835.5205,382.2433,17.2768,702.5341,702.5341,59.291,2.395
22/09/2021,-0.55671,0.12925,164.9275,46.5141,284.0357,76.2714,100.521,2.6555,-614.5225,112.7007,52.6913,415.4215,17.4271,644.6272,644.6272,147.0313,20.1198
23/09/2021,-0.556,0.13225,253.1776,-36.8304,267.3183,-151.469,24.6523,30.636,714.802,105.3943,1093.961,163.1147,17.5567,267.855,267.855,-43.3417,35.8596
24/09/2021,-0.55843,0.13225,350.9766,13.3745,287.7158,7.775,17.6106,30.6409,83.1481,415.1017,1304.992,5.0077,17.5353,361.2095,361.2095,32.5071,9.562
27/09/2021,-0.55586,0.13175,387.4457,-249.5624,6.5212,202.7334,-5.407,2.6093,-241.0823,19.5335,518.596,-253.1623,144.3343,186.1454,186.1454,-19.6103,-48.4382
28/09/2021,-0.55686,0.1315,163.3212,-150.3192,544.3283,124.3621,-25.6923,41.2043,-268.4939,91.5018,502.7444,-78.0961,120.1616,31.6256,31.6256,58.7445,2.392
29/09/2021,-0.56257,0.13088,239.6102,-46.8227,213.5763,-216.4666,19.7006,37.7214,217.9481,94.7091,-95.0381,94.7378,120.1616,-715.5513,-715.5513,178.0579,59.6511
30/09/2021,-0.56343,0.13013,239.6102,-46.8227,213.5763,-216.4666,19.7006,37.7214,217.9481,244.02,-95.0381,94.7378,120.1616,-715.5513,-715.5513,178.0579,59.6511
01/10/2021,-0.56457,0.13313,140.6803,91.1662,386.2765,946.7813,45.7728,2.659,40.7575,257.075,1323.285,-78.9021,120.1616,-308.3385,-308.3385,28.8588,11.4772
04/10/2021,-0.566,0.12663,318.7351,111.7591,1018.081,-307.9566,0.1986,2.659,-434.0974,315.0648,825.5328,-259.7081,-8.4578,-209.0516,-209.0516,35.1057,29.2432
05/10/2021,-0.56443,0.124,89.4668,-51.3481,374.0837,21.7093,-64.3527,-16.383,-741.1261,463.8798,-294.302,-69.4771,-17.0206,227.3107,227.3107,26.1403,25.4604
06/10/2021,-0.56786,0.124,414.1274,-42.6754,96.0194,-158.2993,-11.7261,-47.5514,105.0477,144.442,476.034,-622.5775,-17.0206,-847.7755,-847.7755,33.0298,-67.297
07/10/2021,-0.566,0.12363,156.9762,152.8796,3.3914,421.2342,-0.9596,401.7903,448.697,327.0711,2167.959,687.5493,-17.0206,1313.182,1313.182,27.5163,111.4333
08/10/2021,-0.56843,0.12113,208.7496,114.6809,237.4828,-397.9895,-13.2594,10.582,209.885,519.9755,1062.669,-715.1877,32.1588,-827.5208,-827.5208,16.1262,53.5525
11/10/2021,-0.56914,0.12175,212.3281,51.3154,48.4364,71.6371,1.4094,10.582,-5.6272,1.3413,299.5888,-12.1244,32.1588,65.067,65.067,-38.9559,39.9189
12/10/2021,-0.56814,0.12675,-297.5486,10.5394,28.3332,-20.9844,39.2691,33.5146,-263.1825,196.5147,-687.0139,-614.2297,68.6294,-1361.912,-1361.912,79.6473,0.6028
13/10/2021,-0.56871,0.12375,290.4211,75.6178,84.5856,281.3592,21.3098,7.7702,105.8926,236.1669,603.337,33.9189,-17.2865,-190.0099,-190.0099,103.0662,59.9259
14/10/2021,-0.56829,0.12225,290.4211,75.6178,84.5856,281.3592,21.3098,7.7702,105.8926,124.45,603.337,33.9189,-17.2865,-190.0099,-190.0099,103.0662,59.9259
15/10/2021,-0.57057,0.12363,131.946,13.5988,177.3111,56.7026,1.3706,10.4102,-79.93,329.6291,759.2514,578.7346,17.4665,787.7807,787.7807,42.3911,64.3656
18/10/2021,-0.56986,0.1315,170.524,279.1349,-54.647,204.1547,30.0861,5.1762,-430.3874,138.657,372.5617,195.7073,10.2237,270.9739,270.9739,18.0735,29.8774
19/10/2021,-0.57,0.1295,-101.0531,41.4932,-86.2706,-244.4218,64.2841,29.1775,74.7599,84.1108,-115.5441,928.7326,17.5795,859.3443,859.3443,25.6242,36.2667
20/10/2021,-0.57229,0.12825,105.6297,503.5344,471.4707,-474.6577,18.3717,33.776,175.2796,307.9278,977.5472,114.4951,20.5541,82.8091,82.8091,-51.8911,66.373
21/10/2021,-0.55871,0.12388,240.6945,62.543,-259.9428,-108.3412,28.7623,301.2719,128.4108,704.0089,218.0513,630.6621,20.5541,-415.8454,-415.8454,-110.6524,43.3117
22/10/2021,-0.55929,0.12488,94.1297,100.5927,-432.2887,163.0384,37.9327,-4.8913,-74.9274,419.0648,175.2321,289.9109,17.5612,-50.8295,-50.8295,54.4091,83.6226
25/10/2021,-0.56243,0.1345,122.9175,93.8578,-297.6623,270.2457,24.1471,-4.8913,99.3113,-37.3234,311.1785,85.4128,15.397,245.7802,245.7802,51.5234,115.3992
26/10/2021,-0.56057,0.13588,218.7776,-56.018,425.7865,350.7739,31.0241,17.8878,70.5721,388.814,624.0334,302.5206,-17.5458,121.2713,121.2713,269.4346,30.0307
27/10/2021,-0.56157,0.12863,445.6625,28.5513,423.8725,373.4535,41.0713,15.915,-97.9158,206.5551,619.1615,-34.313,-17.5458,-429.075,-429.075,205.8957,-28.219
28/10/2021,-0.56214,0.13163,150.214,127.1255,255.1109,331.2807,31.7152,348.8589,169.4085,295.1706,1191.595,208.9892,-17.5765,-3.0349,-3.0349,187.689,57.7942
29/10/2021,-0.56186,0.13225,422.3742,2.0334,-157.6203,235.124,26.0926,54.8811,311.8076,314.9069,1166.865,149.4406,17.606,739.4925,739.4925,49.1891,25.2626
01/11/2021,-0.56757,0.14088,301.0857,-181.1875,-65.8113,493.2464,83.8345,46.4845,-146.9361,293.7317,236.8821,-1015.876,30.4679,-1804.048,-1804.048,13.4741,3.635
02/11/2021,-0.56543,0.145,-240.4432,56.5361,113.5473,161.5696,47.0608,46.4845,-258.6237,221.2035,185.2517,-27.8687,-12.7472,284.3629,284.3629,183.6248,53.0482
03/11/2021,-0.567,0.13975,-189.567,-86.331,96.1648,316.3856,52.1337,-37.8272,-226.5767,187.3663,408.8004,369.0607,-17.7248,651.4768,651.4768,138.8119,70.3509
04/11/2021,-0.566,0.14438,405.3967,-9.8987,-40.1353,682.5175,126.3258,-129.872,-76.9726,129.4635,1279.095,807.3885,11.1353,961.9613,961.9613,197.8631,67.9255
05/11/2021,-0.56571,0.14275,310.7662,27.5861,230.793,386.2615,110.9432,-120.5674,219.6048,394.9235,1642.228,1609.65,6.006,2236.581,2236.581,124.8118,72.564
08/11/2021,-0.56386,0.14563,245.3438,55.6993,202.2537,34.8946,25.169,-1.3298,191.0216,53.0503,533.9694,28.2503,6.006,105.2546,105.2546,126.8368,50.5868
09/11/2021,-0.56743,0.1495,224.085,66.442,-123.1779,380.3742,56.7201,59.8896,-410.6299,143.9873,21.1468,557.7181,32.0535,498.5768,498.5768,126.3676,59.6681
10/11/2021,-0.56757,0.15438,-82.6237,57.8047,195.9993,86.014,-28.7294,-20.7178,865.9654,77.0548,1054.094,-222.5806,32.0535,-411.3407,-411.3407,8.0363,36.9924
11/11/2021,-0.57186,0.156,175.0074,22.1683,-8.3121,26.6487,-9.2198,-20.7178,0.5682,-41.504,69.8052,24.7748,32.0535,-4.2551,-4.2551,13.8209,22.1683
12/11/2021,-0.57314,0.155,619.2334,468.6588,167.8841,307.3096,-38.4741,-103.9695,-100.5744,505.657,-348.0755,174.0004,-17.7758,-1151.469,-1151.469,22.0508,125.9985
15/11/2021,-0.57314,0.15788,62.6509,261.4939,125.0192,-51.5729,-26.4502,42.251,129.6269,382.7401,844.2362,106.8342,17.7497,309.6167,309.6167,-0.8039,74.8173
16/11/2021,-0.57129,0.16,459.1388,98.9458,-91.6946,124.4521,35.6685,-9.0298,32.9111,263.5122,1054.345,336.6669,17.7497,567.2718,567.2718,-81.0566,92.9262
17/11/2021,-0.56743,0.1575,232.0153,167.6569,26.5661,335.3275,19.3588,-25.175,265.9689,234.154,1057.488,-412.355,17.7497,78.0281,78.0281,-132.339,90.9478
18/11/2021,-0.56771,0.15963,217.8887,95.608,909.8501,235.7344,16.5502,-12.2379,55.921,684.5235,1998.742,-56.6242,17.7497,821.672,821.672,50.8424,80.7296
19/11/2021,-0.56514,0.164,47.2832,-15.6922,216.8801,221.9318,-45.846,66.05,-141.343,219.6684,367.7328,-358.0835,-34.91,-286.7041,-286.7041,84.1785,27.7556
22/11/2021,-0.57943,0.16963,-671.9215,15.5972,89.2558,-311.7671,-3.0494,-10.338,-173.4505,151.1176,-370.1065,-488.8589,8.6129,-389.2082,-389.2082,71.1235,-17.453
23/11/2021,-0.58457,0.178,407.9603,-32.1172,-668.9669,-200.0432,-12.1225,-22.6696,29.183,55.0522,-104.8989,-947.0473,-85.6598,-1614.756,-1614.756,34.8392,-5.9212
24/11/2021,-0.59,0.18025,168.3963,-74.7033,-468.8719,520.0704,11.0305,-15.0633,21.4958,-15.4681,-73.8357,-288.5618,-85.6598,-678.6032,-678.6032,20.4808,-19.6481
25/11/2021,-0.59,0.17563,168.3963,-74.7033,-468.8719,520.0704,11.0305,-15.0633,21.4958,-15.4681,-73.8357,-288.5618,-85.6598,-678.6032,-678.6032,20.4808,-19.6481
26/11/2021,-0.58643,0.17538,-156.5249,-210.3553,437.3404,-513.2132,7.1138,-15.0633,303.0658,18.6727,480.5233,-108.2895,-16.9997,32.7451,32.7451,43.915,-153.8762
29/11/2021,-0.59771,0.17088,429.4979,-399.0771,30.4351,268.0655,16.5308,25.6982,595.2458,96.1923,1151.169,78.8337,-42.6112,382.424,382.424,-20.8747,-172.7032
30/11/2021,-0.59871,0.17325,530.9655,-23.9918,-179.0999,195.0698,-12.701,96.6409,249.2265,-164.0757,134.119,-208.4907,126.0587,-672.3827,-672.3827,45.8022,-156.152
01/12/2021,-0.59743,0.17463,109.5412,-240.5068,325.6461,-503.8732,87.1633,-77.7957,1081.943,36.4246,1182.171,-526.6444,-41.2265,-245.4042,-245.4042,17.9839,-268.8353
02/12/2021,-0.6,0.18013,162.848,40.7119,333.9739,543.642,20.8108,-99.3176,1030.731,189.065,2354.572,-733.4479,-130.2989,-414.6027,-414.6027,51.0402,-33.3328
03/12/2021,-0.60114,0.18763,297.3636,18.7824,269.1258,117.1271,27.2967,-39.6599,643.2495,258.4086,1497.77,-358.312,-49.0384,77.1705,77.1705,104.2345,-52.1875
06/12/2021,-0.60443,0.19,355.5317,-6.2204,-269.2165,521.0819,29.9718,-18.2046,327.5692,158.7275,1298.71,1396.093,-32.8295,1071.758,1071.758,155.5193,11.3668
07/12/2021,-0.60614,0.19825,293.6511,-163.7423,97.6609,88.4789,47.6674,-15.057,748.433,-95.9643,-65.9186,860.3033,-317.8304,243.651,243.651,66.2354,-25.9981
08/12/2021,-0.59829,0.2005,236.0906,-8.6764,92.2302,102.8797,42.5715,-122.0174,-526.2321,24.7593,40.7063,135.0283,-48.7463,47.2088,47.2088,53.8701,3.6246
09/12/2021,-0.60757,0.20088,98.4973,31.3273,14.373,-54.6695,27.4483,5.0962,-381.7229,57.9406,318.5945,-317.6958,16.6861,-101.6621,-101.6621,100.5052,12.3595
10/12/2021,-0.607,0.19825,359.0171,57.8015,194.8804,-138.922,-15.5875,15.867,-155.4471,314.2668,538.94,255.5951,20.5213,340.752,340.752,146.8796,61.8341
13/12/2021,-0.611,0.20275,86.3436,-73.4848,70.0571,248.5949,12.2306,-7.5255,65.7905,139.0193,850.8846,228.8172,-24.7629,566.5723,566.5723,191.7979,27.6012
14/12/2021,-0.61243,0.21088,312.8791,-55.9997,121.9351,134.0051,18.2935,-118.3735,318.4961,-439.0698,-648.3453,-493.514,-2.4609,-1608.212,-1608.212,89.6917,30.9132
15/12/2021,-0.61086,0.21563,269.6308,93.5604,-328.4828,146.7031,10.6391,-42.5145,-114.1754,-329.6437,-14.9938,697.1292,16.5085,515.4255,515.4255,107.5982,107.9184
16/12/2021,-0.60929,0.21363,156.0752,170.2862,-72.9428,-51.7306,48.0144,-42.5145,22.9134,-199.2816,157.2412,572.5592,16.5085,187.1188,187.1188,259.2432,117.0016
17/12/2021,-0.61529,0.21263,405.0467,272.8399,270.3517,223.3274,-21.4263,-26.5512,108.1338,293.8936,1081.1,453.5499,16.5085,373.2146,373.2146,233.6953,57.7255
20/12/2021,-0.61429,0.21425,151.3399,52.0563,255.3616,875.2821,52.0044,15.0369,155.4929,-70.559,1479.181,498.9638,112.2784,518.4096,518.4096,166.3569,95.8098
21/12/2021,-0.60071,0.216,570.1467,293.6466,329.3537,468.5073,14.3539,-16.6601,77.0556,217.0088,2076.962,728.1662,-48.1489,1344.252,1344.252,56.9485,70.3867
22/12/2021,-0.602,0.21138,502.5717,201.4794,-69.0555,574.9201,65.6285,54.054,138.4737,14.9129,1473.857,395.6874,-48.1489,551.5018,551.5018,178.4925,79.4982
23/12/2021,-0.59229,0.21975,487.4347,68.8555,51.6417,410.3476,50.904,59.0332,30.2602,159.4394,1103.312,501.7404,-48.1489,633.6542,633.6542,111.032,40.85
24/12/2021,-0.592,0.21788,487.4347,68.8555,51.6417,410.3476,50.904,59.0332,30.2602,159.4394,1103.312,501.7404,-48.1489,633.6542,633.6542,111.032,40.85
29/12/2021,-0.587,0.22375,316.7806,64.1676,508.5461,9.0443,28.9347,31.644,166.281,307.5558,1092.929,-14.0709,16.5339,207.3481,207.3481,69.1448,11.3878
30/12/2021,-0.58129,0.21438,548.1868,113.9714,329.9063,103.2806,16.295,57.0133,43.283,148.4737,1031.5305,222.9439,16.6148,289.6897,289.6897,39.9703,14.1479
31/12/2021,-0.58057,0.20913,548.1868,113.9714,329.9063,103.2806,16.295,57.0133,43.283,148.4737,1031.5305,222.9439,16.6148,289.6897,289.6897,39.9703,14.1479
